iter,task_train_loss_pre_optim,task_train_loss_post_optim,task_train_en_params_dist,task_train_tail_params_dist,task_test_loss_pre_optim,task_test_loss_post_optim,task_test_en_params_dist,task_test_tail_params_dist
8680,6.2107573,3.4928071,1.6080258,10514.753,5.644755,3.6049266,1.5958779,10514.775
8690,6.071683,3.9036462,1.6568283,10515.01,5.8461585,3.8291712,1.6470093,10515.033
8700,7.2756414,3.6826806,1.6384531,10515.253,6.2204885,3.354714,1.6318138,10515.276
8710,6.102917,3.6353495,1.6081154,10515.492,6.4521155,3.8447683,1.6090276,10515.516
8720,6.5891504,3.4978585,1.6384144,10515.747,5.573998,3.5883653,1.6129106,10515.765
8730,5.6661844,3.311699,1.610108,10515.987,5.039154,3.8792803,1.5638855,10516.0
8740,6.639024,3.8039637,1.6026323,10516.234,7.0508084,3.3064644,1.6535982,10516.273
8750,7.320595,3.8455582,1.6255915,10516.49,5.189475,3.277613,1.614912,10516.513
8760,6.7049756,3.9706206,1.6889641,10516.756,6.2505655,3.80559,1.6313946,10516.766
8770,5.8120213,3.6970465,1.6432403,10516.987,5.512488,3.251533,1.629373,10517.008
8780,5.8361793,3.7962878,1.6351372,10517.232,5.952245,3.7081854,1.6688662,10517.268
8790,6.2124634,4.2750134,1.6902586,10517.491,6.274351,3.3123338,1.6799333,10517.514
8800,8.77548,15.988581,1.783816,10517.768,6.762549,8.768136,1.7558525,10517.787
8810,7.696809,5.5695314,1.8107483,10518.021,6.821273,6.211022,1.6892992,10518.021
8820,9.148704,6.909895,1.7836714,10518.273,7.2550006,7.1432486,1.736062,10518.288
8830,7.095212,3.579564,1.6233581,10518.497,7.1816487,3.2942545,1.6534767,10518.528
8840,7.376834,3.955185,1.6682749,10518.757,6.8147826,3.5890934,1.6380545,10518.776
8850,6.6673694,3.2028806,1.6318228,10519.008,7.0979786,3.1208985,1.6537882,10519.037
8860,7.4852834,3.1933215,1.7228998,10519.282,7.6837897,3.712048,1.6520164,10519.295
8870,7.287007,3.4755301,1.6560955,10519.529,6.6153913,3.1562173,1.6777906,10519.56
8880,6.7731977,3.07093,1.6274227,10519.783,8.184855,3.1690261,1.6550925,10519.814
8890,7.80088,3.3058808,1.6367048,10520.045,7.3340325,3.4144325,1.6724316,10520.078
8900,7.918379,3.4871724,1.7251947,10520.323,6.8732653,3.209751,1.6589203,10520.337
8910,8.113827,3.1573055,1.6620468,10520.567,8.322752,3.1266756,1.749284,10520.607
8920,7.762164,5.039191,1.6638266,10520.835,6.9143586,4.5394473,1.706106,10520.864
8930,6.4921846,3.8437421,1.6628265,10521.095,6.9950495,3.6128087,1.6664015,10521.122
8940,7.166679,5.133319,1.7098331,10521.363,6.758781,3.4064639,1.6586062,10521.383
8950,6.6278534,3.6224284,1.6564567,10521.619,5.818277,3.3679347,1.654529,10521.6455
8960,6.550245,3.0186505,1.6548975,10521.885,5.9147754,3.5372014,1.6190199,10521.905
8970,7.6543875,2.8752968,1.6868321,10522.154,6.666925,3.893048,1.6285601,10522.173
8980,7.9960003,3.343785,1.6977789,10522.42,7.3867097,3.4705248,1.7052088,10522.448
8990,7.5708065,3.1481545,1.7030773,10522.689,6.925107,3.5531955,1.7103599,10522.716
9000,7.9551516,3.2117193,1.6754297,10522.951,7.4872437,3.367639,1.7030452,10522.982
9010,7.6196003,3.2542017,1.6313524,10523.216,7.0278416,2.8685281,1.646106,10523.244
9020,5.878732,3.551922,1.5783205,10523.478,7.7303576,3.0341465,1.678867,10523.518
9030,7.486756,3.560125,1.6018112,10523.75,7.7634597,3.0935636,1.7124627,10523.794
9040,6.966579,3.7814462,1.6198486,10524.024,5.9050984,3.4289174,1.6569065,10524.058
9050,5.54941,3.1890433,1.6541634,10524.299,7.567755,4.0955057,1.7449881,10524.338
9060,6.991534,3.3307877,1.6954836,10524.577,5.384318,3.6921802,1.6656039,10524.6
9070,5.4858828,4.0581408,1.6420485,10524.842,6.3585615,3.3318527,1.6409668,10524.869
9080,5.516362,3.451778,1.6483335,10525.116,6.1907897,3.7480752,1.6268234,10525.143
9090,6.379144,3.5784063,1.6585499,10525.394,7.0854583,3.572529,1.6568553,10525.421
9100,7.412025,3.6590097,1.6720371,10525.672,6.5106783,3.4413106,1.6499026,10525.697
9110,6.928654,3.3430777,1.5997028,10525.9375,5.853381,3.019853,1.6116037,10525.966
9120,6.167528,3.3268893,1.6643072,10526.225,6.4565845,3.2943041,1.681811,10526.256
9130,6.0926595,3.787998,1.6397918,10526.498,7.201187,4.045371,1.6863686,10526.533
9140,6.9854836,3.2058818,1.6643654,10526.786,7.1868806,4.3025885,1.6667557,10526.8125
9150,3.5972297,335.4483,1.5660045,10527.044,4.0120234,44.26819,1.562809,10527.064
9160,3.289268,4.999587,1.5741907,10527.225,3.821364,44.564205,1.5782821,10527.247
9170,3.3224645,6.3596754,1.5899777,10527.417,3.6318574,19.141968,1.589184,10527.436
9180,4.5975976,3.754511,1.6282263,10527.624,3.5395093,294.13727,1.5951909,10527.635
9190,5.7074723,3.8731203,1.666219,10527.802,6.837651,3.7788558,1.7072029,10527.848
9200,7.635203,3.7440832,1.6333408,10528.051,8.322656,3.8045466,1.6668285,10528.117
9210,7.3820777,3.0735242,1.6296179,10528.295,7.3949943,3.3538811,1.6056869,10528.292
9220,7.06401,3.7413027,1.6167017,10528.537,7.791783,3.7783399,1.6033585,10528.548
9230,6.744119,3.620054,1.632337,10528.818,6.8617535,3.8990083,1.6353108,10528.849
9240,7.595093,3.5662308,1.6270971,10529.073,7.097239,3.7174678,1.6165936,10529.088
9250,6.8865433,3.3371444,1.6921952,10529.311,6.89463,3.17139,1.7179079,10529.338
9260,7.679313,3.7127187,1.7114742,10529.563,7.025212,3.1315057,1.6653688,10529.57
9270,8.647378,3.7643645,1.7377304,10529.827,7.720244,4.130851,1.7611005,10529.861
9280,6.255304,3.1823456,1.6744926,10530.067,6.5679603,3.2806096,1.6674381,10530.091
9290,7.0966125,3.8088527,1.6663011,10530.331,6.4385653,3.4560196,1.7188923,10530.372
9300,6.090566,3.607104,1.6782433,10530.6,6.380663,3.4754634,1.6883774,10530.632
9310,6.9672527,3.942813,1.6690546,10530.862,6.9575214,3.147676,1.7301012,10530.909
9320,7.0324545,3.87767,1.700731,10531.141,5.5213637,3.152009,1.7665751,10531.17
9330,8.105848,8.232329,2.3380017,10531.562,12.247159,174.90952,3.6064007,10531.666
9340,3.9293878,9.556087,1.6118107,10531.843,3.4097714,114.44936,1.6043123,10531.867
9350,4.0139184,3336.4878,1.7110647,10532.259,4.4478397,13891.138,1.74569,10532.324
9360,4.1561,17140.582,1.7408731,10532.527,2.7119272,14901.973,1.7409782,10532.504
9370,3.292163,12.623219,1.7554257,10533.416,3.822114,202.77289,1.7560275,10533.646
9380,3.2821765,56.733334,1.7758745,10535.053,3.3447733,35.649742,1.7781359,10535.151
9390,3.478108,11.809233,1.7859106,10535.717,3.6429968,21.536165,1.786348,10535.756
9400,3.895173,5.2830806,1.787172,10535.985,4.0822086,4.9266424,1.7867794,10535.998
9410,3.078813,3.481675,1.7867006,10536.098,3.6064928,3.4313014,1.7866907,10536.1045
9420,3.250554,3.2321355,1.7866056,10536.164,3.6343422,3.8864696,1.7867142,10536.171
9430,3.4087825,3.8470862,1.7858479,10536.212,3.4199727,3.6703577,1.7858143,10536.215
9440,4.19456,3.9497173,1.7855774,10536.252,3.97644,4.1344905,1.7855978,10536.254
9450,3.266191,3.371359,1.785037,10536.291,3.818619,3.4567754,1.7851069,10536.297
9460,3.6576865,3.5129485,1.7840893,10536.325,3.5293422,3.0368965,1.783736,10536.332
9470,3.750884,3.4916072,1.7817061,10536.364,3.7665763,3.5879533,1.7816623,10536.366
9480,4.000203,3.285527,1.7802054,10536.4,3.628093,3.2209063,1.7800442,10536.404
9490,4.243869,3.9062304,1.7782768,10536.4375,4.2669077,3.4587352,1.7780619,10536.44
9500,3.20924,3.8221693,1.7777478,10536.473,3.3328793,3.165699,1.7776191,10536.479
9510,3.6596773,3.3409133,1.7767742,10536.514,3.6762094,3.7556598,1.776653,10536.518
9520,4.0131016,3.877089,1.7760003,10536.55,3.84505,3.6379235,1.7759596,10536.555
9530,3.5028334,3.3211517,1.774841,10536.588,3.6856186,3.4879262,1.7747889,10536.596
9540,3.4229622,3.9364314,1.7740898,10536.625,4.0720434,3.4891536,1.7739971,10536.63
9550,3.579032,4.0505056,1.7732245,10536.662,3.748854,3.4450939,1.773234,10536.666
9560,3.9966826,3.4507487,1.772513,10536.705,3.4217951,3.1539261,1.7723572,10536.708
9570,3.9345198,3.3849442,1.7716717,10536.739,3.5972111,3.8856006,1.7716013,10536.743
9580,3.644068,3.1978688,1.7709229,10536.778,3.7973793,4.0092,1.7707821,10536.783
9590,3.7797933,3.607525,1.7700975,10536.818,3.5502868,3.570698,1.7701671,10536.82
9600,4.042875,3.219495,1.769029,10536.859,3.2753098,3.275298,1.7687709,10536.859
9610,3.9584196,3.293531,1.7674875,10536.896,3.9207857,3.3664098,1.7674341,10536.898
9620,3.7945638,3.621933,1.7666174,10536.933,3.4819005,4.0242124,1.7665154,10536.9375
9630,3.7282512,3.3894002,1.7657808,10536.975,3.6674829,3.2546966,1.7657387,10536.979
9640,4.031726,3.971804,1.765184,10537.014,3.5022662,3.2802851,1.7652991,10537.017
9650,3.8244371,2.8890142,1.7667329,10537.053,3.480362,3.3168387,1.7667977,10537.057
9660,3.861408,3.5059335,1.767092,10537.091,3.3795516,3.7594743,1.7671402,10537.094
9670,3.4008265,3.679995,1.7663803,10537.13,4.011253,3.1971354,1.7661772,10537.135
9680,3.3187616,3.674759,1.7653656,10537.169,3.7571547,3.5970066,1.7653663,10537.172
9690,3.6295059,3.7699025,1.7663267,10537.213,3.6049163,3.2757087,1.7671474,10537.216
9700,3.9319885,3.5203574,1.769439,10537.252,3.3679743,3.3057964,1.7696079,10537.253
9710,3.5763314,3.5798411,1.7708614,10537.292,3.9194953,3.403553,1.7709787,10537.295
9720,3.2211876,4.1861973,1.7735901,10537.332,3.5759673,3.3790271,1.7739652,10537.335
9730,3.6986737,3.2856793,1.776234,10537.371,3.345406,3.4365258,1.7764469,10537.377
9740,3.530394,3.634262,1.7764002,10537.411,3.669729,2.9553628,1.776337,10537.414
9750,3.949879,3.806904,1.7749517,10537.452,3.7752678,3.5833592,1.7746875,10537.457
9760,3.2377958,3.742423,1.7734247,10537.494,3.5298846,3.6326141,1.7734219,10537.498
9770,3.7816725,3.6175733,1.7747052,10537.533,3.20559,3.2416253,1.7746652,10537.539
9780,3.8374887,3.8023982,1.7756388,10537.576,3.937599,3.502027,1.7758074,10537.58
9790,3.32466,3.354254,1.7773807,10537.615,3.6195412,3.2691305,1.7778351,10537.622
9800,3.6452157,3.6299338,1.7893066,10537.658,3.7613733,3.945851,1.7908138,10537.664
9810,3.516751,3.2745826,1.8096781,10537.701,3.464469,3.8020198,1.8114449,10537.705
9820,3.522249,3.6743271,1.8243195,10537.742,3.9690018,2.8918915,1.825489,10537.745
9830,3.1974454,3.7000968,1.8308547,10537.783,3.522592,3.5164576,1.8311908,10537.789
9840,3.3446052,3.8845098,1.8321902,10537.826,3.4975443,2.8078196,1.8321546,10537.828
9850,3.5571737,3.3582983,1.831158,10537.869,3.607776,3.6023068,1.8310893,10537.872
9860,3.8690045,3.2564163,1.8365221,10537.912,3.1037848,3.2274866,1.8376234,10537.916
9870,3.3825421,3.4683177,1.8535519,10537.954,3.5248697,3.1501262,1.8543017,10537.959
9880,3.738204,3.9683578,1.8532642,10537.997,3.6803634,3.062509,1.8526427,10538.0
9890,3.5635905,3.2090676,1.8469632,10538.041,3.7141745,3.0764933,1.8462967,10538.042
9900,3.5472941,3.7255042,1.8392627,10538.082,3.5473435,3.8158278,1.8381847,10538.088
9910,4.2602983,3.2433305,1.8309603,10538.127,3.5384476,3.6471133,1.830402,10538.13
9920,3.8521342,3.4894347,1.8259871,10538.17,3.438262,3.4961526,1.8256874,10538.171
9930,3.3456798,3.179251,1.8236088,10538.213,3.5669494,3.7292259,1.8234196,10538.217
9940,3.178712,3.5904796,1.8218434,10538.254,3.4983435,3.4425251,1.821439,10538.26
9950,3.8482995,4.015059,1.8193108,10538.299,3.8401709,3.319914,1.8190382,10538.301
9960,3.7588527,3.377461,1.8162998,10538.346,4.1009145,3.797666,1.8160617,10538.348
9970,3.6501894,3.682612,1.8173618,10538.388,4.0897636,4.145249,1.8175312,10538.391
9980,4.114865,3.9555767,1.8182266,10538.432,3.722811,3.4267666,1.8180954,10538.437
9990,3.7019114,3.66642,1.8185489,10538.475,3.614108,3.2784383,1.8186184,10538.4795
