iter,task_train_acc_pre_optim,task_train_acc_post_optim,task_train_params_dist,task_test_acc_pre_optim,task_test_acc_post_optim,task_test_params_dist
12960,0.304,0.59599996,123.82875,0.05,0.15799999,123.81639
12970,0.31,0.602,123.88777,0.048,0.122,123.87913
12980,0.288,0.58,123.946396,0.04,0.176,123.935425
12990,0.33400002,0.636,124.03056,0.05,0.176,124.02421
13000,0.32799998,0.59199995,124.11465,0.06,0.18,124.0999
13010,0.296,0.59000003,124.17853,0.064,0.18400002,124.17265
13020,0.336,0.5900001,124.27346,0.044,0.172,124.27035
13030,0.346,0.60200006,124.36672,0.046000004,0.162,124.35249
13040,0.342,0.638,124.454956,0.038000003,0.16600001,124.446594
13050,0.344,0.564,124.534546,0.058000002,0.17800002,124.52354
13060,0.33,0.606,124.595924,0.052,0.16400002,124.58268
13070,0.368,0.57199997,124.66603,0.072,0.16399999,124.656334
13080,0.342,0.626,124.741135,0.046,0.15799999,124.729836
13090,0.39800003,0.61,124.83324,0.042,0.192,124.82477
13100,0.336,0.59599996,124.91884,0.054,0.156,124.9089
13110,0.33200002,0.608,125.00425,0.054,0.17799999,124.99495
13120,0.288,0.572,125.092995,0.05,0.16399999,125.08058
13130,0.352,0.55999994,125.15175,0.062000003,0.18200001,125.13977
13140,0.29200003,0.58,125.24904,0.05,0.14,125.24259
13150,0.318,0.60800004,125.334946,0.07000001,0.154,125.32457
13160,0.368,0.61,125.42035,0.064,0.156,125.41261
13170,0.294,0.61,125.49612,0.054,0.16399999,125.48915
13180,0.368,0.57,125.57902,0.054,0.156,125.563
13190,0.37600002,0.58,125.65071,0.044,0.19599998,125.63641
13200,0.29400003,0.598,125.69314,0.052,0.156,125.6859
13210,0.324,0.626,125.741394,0.055999998,0.16400002,125.72677
13220,0.382,0.6,125.82466,0.06,0.17,125.807816
13230,0.38799998,0.58800006,125.88328,0.043999996,0.158,125.87343
13240,0.35,0.614,125.958664,0.050000004,0.16600001,125.94436
13250,0.32799998,0.59199995,126.0457,0.036000002,0.136,126.03269
13260,0.34199998,0.6,126.1171,0.048,0.154,126.10793
13270,0.36400002,0.574,126.19458,0.028000003,0.156,126.18245
13280,0.32,0.578,126.25613,0.042000003,0.18,126.245155
13290,0.354,0.616,126.348366,0.06600001,0.158,126.33982
13300,0.322,0.63,126.436874,0.048,0.18,126.43048
13310,0.33199996,0.59400004,126.520584,0.068,0.16,126.51235
13320,0.33200002,0.578,126.59292,0.076,0.16600001,126.58171
13330,0.37,0.602,126.672,0.046000004,0.156,126.664536
13340,0.3,0.59,126.75454,0.038000003,0.168,126.739685
13350,0.32,0.60200006,126.83998,0.06600001,0.17400001,126.830956
13360,0.33,0.61,126.91179,0.048,0.16800001,126.90515
13370,0.36400002,0.59,126.99374,0.06,0.16,126.97953
13380,0.36,0.588,127.04497,0.072000004,0.172,127.0285
13390,0.314,0.59000003,127.08433,0.04,0.158,127.0743
13400,0.35599998,0.64599997,127.19331,0.062,0.186,127.180115
13410,0.322,0.61,127.29753,0.038,0.176,127.2914
13420,0.308,0.626,127.38263,0.062000003,0.16600001,127.37169
13430,0.36,0.606,127.481834,0.055999998,0.176,127.47026
13440,0.30600002,0.61800003,127.54335,0.064,0.168,127.53395
13450,0.35,0.6539999,127.62614,0.056000005,0.14800002,127.612564
13460,0.29399997,0.582,127.6888,0.042000003,0.18400002,127.67564
13470,0.348,0.59000003,127.7571,0.044,0.16600001,127.74233
13480,0.32,0.614,127.82201,0.055999998,0.158,127.81215
13490,0.338,0.60800004,127.9057,0.054,0.15,127.89946
13500,0.33,0.59,127.972984,0.038000003,0.156,127.96415
13510,0.396,0.57,128.06888,0.06600001,0.188,128.05199
13520,0.30200002,0.59,128.141,0.044,0.17,128.13014
13530,0.322,0.596,128.21426,0.060000006,0.18,128.20482
13540,0.33,0.6,128.25699,0.054,0.16600001,128.23872
13550,0.33,0.62,128.29416,0.051999997,0.17000002,128.28137
13560,0.34399998,0.61800003,128.35242,0.04,0.172,128.33635
13570,0.314,0.572,128.4246,0.034,0.18,128.41495
13580,0.31,0.58800006,128.52174,0.053999998,0.16800001,128.51566
13590,0.29799998,0.58599997,128.61172,0.046,0.13200001,128.60043
13600,0.322,0.612,128.69632,0.046,0.168,128.68867
13610,0.342,0.594,128.78085,0.056000005,0.15600002,128.77156
13620,0.33,0.576,128.84982,0.072,0.174,128.83629
13630,0.312,0.612,128.91512,0.056000005,0.16,128.90201
13640,0.318,0.626,128.98103,0.046000004,0.138,128.9651
13650,0.36,0.626,129.05904,0.038000003,0.186,129.04825
13660,0.29400003,0.59599996,129.1212,0.05,0.17400001,129.11003
13670,0.368,0.62999994,129.1993,0.046000004,0.162,129.18434
13680,0.35,0.626,129.28926,0.052,0.172,129.2789
13690,0.308,0.62,129.35983,0.07,0.16400002,129.35489
13700,0.35399997,0.594,129.46207,0.038000003,0.15200001,129.45084
13710,0.35599998,0.622,129.53226,0.05,0.16,129.52414
13720,0.314,0.564,129.62292,0.058000002,0.154,129.61172
13730,0.372,0.594,129.69705,0.046,0.18600002,129.6843
13740,0.338,0.578,129.78836,0.044,0.134,129.78395
13750,0.32599998,0.622,129.87834,0.036000002,0.17,129.86752
13760,0.304,0.59400004,129.96577,0.053999998,0.16,129.95776
13770,0.28,0.576,130.04263,0.066,0.158,130.03516
13780,0.376,0.64199996,130.14012,0.036000002,0.16600001,130.13051
13790,0.36,0.6,130.23344,0.07,0.158,130.22195
13800,0.29799998,0.608,130.33383,0.048,0.16400002,130.33127
13810,0.32800004,0.58599997,130.43599,0.048,0.14,130.4271
13820,0.35,0.57600003,130.51826,0.055999998,0.17,130.50635
13830,0.318,0.61,130.57657,0.022,0.16,130.55832
13840,0.34800002,0.608,130.61324,0.044000007,0.158,130.60117
13850,0.31599998,0.59599996,130.68616,0.05,0.17,130.67557
13860,0.35799998,0.6,130.76918,0.046000004,0.16800001,130.75154
13870,0.33,0.62600005,130.84818,0.048,0.14,130.84087
13880,0.34800002,0.594,130.94676,0.06,0.15,130.93816
13890,0.34,0.624,131.00449,0.054,0.202,130.99179
13900,0.33400002,0.612,131.10004,0.054,0.16199999,131.08768
13910,0.33400002,0.632,131.19852,0.036000002,0.16,131.18805
13920,0.33800003,0.63600004,131.26059,0.048,0.146,131.2489
13930,0.322,0.606,131.3277,0.038000003,0.174,131.31122
13940,0.308,0.59,131.41457,0.048,0.142,131.40555
13950,0.384,0.61800003,131.48254,0.046,0.2,131.47147
13960,0.346,0.65800005,131.56056,0.048,0.156,131.55576
13970,0.33400002,0.58599997,131.6425,0.055999998,0.16399999,131.63057
13980,0.32600003,0.614,131.72128,0.042,0.186,131.71251
13990,0.344,0.59599996,131.82086,0.051999997,0.148,131.81259
14000,0.324,0.582,131.8984,0.054,0.154,131.8888
14010,0.314,0.65800005,131.94312,0.034,0.158,131.93207
14020,0.352,0.59199995,132.00937,0.052,0.168,132.00224
14030,0.372,0.584,132.07202,0.038000003,0.148,132.06052
14040,0.368,0.61800003,132.15848,0.048,0.16199999,132.14557
14050,0.31599998,0.63600004,132.2262,0.07000001,0.172,132.21574
14060,0.354,0.59400004,132.30711,0.031999998,0.14799999,132.29288
14070,0.33200002,0.632,132.36426,0.04,0.136,132.349
14080,0.31,0.63799995,132.44131,0.058000002,0.17,132.43094
14090,0.35599998,0.584,132.537,0.07,0.17,132.52667
14100,0.3,0.59999996,132.60336,0.048,0.16199999,132.59807
14110,0.34800002,0.57,132.69939,0.054000005,0.16600001,132.68721
14120,0.384,0.59999996,132.77507,0.046000004,0.174,132.75642
14130,0.29400003,0.634,132.83737,0.048,0.15200001,132.82988
14140,0.336,0.602,132.93921,0.066,0.18400002,132.92874
14150,0.306,0.612,133.0148,0.026,0.152,133.00334
14160,0.344,0.58799994,133.12115,0.056000005,0.16800001,133.1073
14170,0.31800002,0.59,133.19604,0.043999996,0.14800002,133.18803
14180,0.35799998,0.60400003,133.26804,0.044,0.154,133.2531
14190,0.346,0.608,133.32144,0.046000004,0.17,133.3044
14200,0.35799998,0.60400003,133.39304,0.046000004,0.18,133.38063
14210,0.30400002,0.628,133.45744,0.046000004,0.154,133.44736
14220,0.352,0.62,133.57645,0.046000004,0.176,133.56674
14230,0.32599998,0.628,133.66371,0.051999997,0.172,133.65494
14240,0.336,0.628,133.75682,0.042,0.19,133.74197
14250,0.342,0.606,133.84395,0.048,0.16600001,133.83194
14260,0.33,0.61600006,133.90793,0.058000002,0.17799999,133.89543
14270,0.33400002,0.60400003,133.99728,0.046,0.14800002,133.99182
14280,0.324,0.60200006,134.0792,0.068,0.16800001,134.07318
14290,0.338,0.624,134.16507,0.042000003,0.15200001,134.15425
14300,0.35199997,0.644,134.2536,0.036000002,0.142,134.23746
14310,0.28599998,0.65,134.32011,0.062000003,0.17600003,134.30441
14320,0.368,0.614,134.41373,0.05,0.152,134.40244
14330,0.32600003,0.608,134.45474,0.05,0.148,134.4361
14340,0.33200002,0.598,134.5107,0.054,0.16600001,134.4946
14350,0.304,0.584,134.59814,0.056000005,0.16800001,134.59238
14360,0.28,0.576,134.67618,0.04,0.18,134.66437
14370,0.374,0.632,134.76503,0.064,0.17199999,134.75253
14380,0.302,0.61,134.8466,0.048,0.16399999,134.84
14390,0.33200002,0.62,134.92348,0.038000003,0.16600001,134.9117
14400,0.31800002,0.59400004,134.98361,0.054000005,0.15,134.97263
14410,0.322,0.64199996,135.03616,0.06,0.158,135.02713
14420,0.30200002,0.64199996,135.1077,0.07,0.17,135.09666
14430,0.33200002,0.624,135.17612,0.053999998,0.158,135.16928
14440,0.36200002,0.614,135.23254,0.064,0.162,135.21587
14450,0.33200002,0.626,135.30559,0.05,0.17,135.2972
14460,0.312,0.6,135.38309,0.054,0.168,135.371
14470,0.348,0.66,135.45119,0.05,0.17,135.43878
14480,0.35199997,0.618,135.52968,0.043999996,0.186,135.52252
14490,0.322,0.58800006,135.61603,0.05,0.144,135.60542
14500,0.276,0.634,135.68149,0.044,0.156,135.67665
14510,0.26,0.60599995,135.75986,0.076000005,0.14000002,135.74944
14520,0.32599998,0.596,135.85596,0.058000002,0.168,135.84398
14530,0.35199997,0.59199995,135.93759,0.064,0.18200001,135.92245
14540,0.268,0.632,135.97707,0.046000004,0.16000003,135.9663
14550,0.24800001,0.606,136.04732,0.056000005,0.17,136.03615
14560,0.308,0.6359999,136.11462,0.05,0.152,136.09933
14570,0.32,0.62,136.1642,0.06,0.158,136.15381
14580,0.28800002,0.58599997,136.22086,0.044,0.20799999,136.20818
14590,0.33,0.61,136.26407,0.068,0.16600001,136.25076
14600,0.32199997,0.64799994,136.34306,0.042000003,0.192,136.33397
14610,0.32399997,0.62,136.43637,0.044,0.18200001,136.42581
14620,0.32000005,0.59599996,136.50528,0.026,0.15,136.49362
14630,0.29,0.63199997,136.58626,0.04,0.154,136.57948
14640,0.28199998,0.638,136.66403,0.068,0.154,136.64833
14650,0.288,0.59,136.73631,0.066,0.19800001,136.7267
14660,0.342,0.614,136.80762,0.062,0.17000002,136.79443
14670,0.344,0.59800005,136.86539,0.048,0.13800001,136.85674
14680,0.322,0.606,136.93553,0.058000002,0.156,136.92294
14690,0.372,0.604,137.00273,0.056000005,0.154,136.98808
14700,0.4,0.66600007,137.07162,0.058000002,0.156,137.06056
14710,0.35,0.60599995,137.1288,0.042,0.174,137.11682
14720,0.348,0.644,137.2401,0.038000003,0.154,137.23428
14730,0.31000003,0.614,137.29576,0.052,0.172,137.28821
14740,0.286,0.612,137.3729,0.03,0.16399999,137.36362
14750,0.32600003,0.6,137.45859,0.058,0.14799999,137.4492
14760,0.342,0.6140001,137.54118,0.052,0.15799999,137.52725
14770,0.31800002,0.63,137.60858,0.072000004,0.18800001,137.60002
14780,0.322,0.632,137.68477,0.034,0.15,137.66982
14790,0.3,0.582,137.74007,0.042,0.16399999,137.72234
14800,0.374,0.634,137.81227,0.063999996,0.156,137.80272
14810,0.33200002,0.60600007,137.88239,0.072,0.16,137.87259
14820,0.298,0.58799994,137.94586,0.048,0.158,137.93538
14830,0.342,0.59800005,137.99702,0.054,0.16600001,137.9924
14840,0.352,0.6,138.07628,0.04,0.176,138.06746
14850,0.32,0.62,138.14285,0.036000002,0.14,138.13007
14860,0.338,0.596,138.23488,0.058000002,0.17,138.2255
14870,0.35799998,0.61999995,138.31831,0.051999997,0.16,138.30591
14880,0.36200002,0.57600003,138.41035,0.04,0.156,138.39615
14890,0.312,0.61800003,138.4943,0.056000005,0.152,138.48872
14900,0.348,0.642,138.58835,0.042,0.18,138.57321
14910,0.306,0.65,138.65216,0.042,0.156,138.64282
14920,0.32800004,0.628,138.73929,0.058000002,0.152,138.73064
14930,0.32599998,0.65599996,138.82874,0.038000003,0.17400001,138.81946
14940,0.318,0.576,138.91408,0.048,0.158,138.90788
14950,0.32799998,0.586,139.0149,0.054,0.17,139.0015
14960,0.35799998,0.634,139.09244,0.04,0.15600002,139.07639
14970,0.32,0.644,139.15106,0.034,0.16,139.14508
14980,0.29799998,0.62,139.25168,0.034,0.132,139.2428
14990,0.29400003,0.618,139.35599,0.038000003,0.16400002,139.34576
15000,0.324,0.59599996,139.42227,0.048,0.156,139.41153
15010,0.346,0.60600007,139.46533,0.064,0.15600002,139.44992
15020,0.352,0.602,139.49706,0.054,0.156,139.48396
15030,0.302,0.618,139.55536,0.052,0.16399999,139.54327
15040,0.31,0.60800004,139.64206,0.03,0.156,139.63177
15050,0.336,0.60400003,139.72403,0.034,0.146,139.7114
15060,0.324,0.60400003,139.80112,0.068,0.184,139.78616
15070,0.3,0.602,139.84944,0.051999997,0.168,139.84589
15080,0.308,0.644,139.9362,0.038000003,0.152,139.9264
15090,0.28599998,0.622,140.00514,0.054,0.17,139.99832
15100,0.30600002,0.614,140.08969,0.05,0.156,140.07819
15110,0.314,0.65799993,140.1517,0.054,0.172,140.14232
15120,0.304,0.602,140.22253,0.062000003,0.156,140.2085
15130,0.318,0.616,140.28679,0.046000004,0.154,140.27937
15140,0.33400002,0.62799996,140.38724,0.056000005,0.16400002,140.37424
15150,0.302,0.624,140.44673,0.05,0.158,140.4377
15160,0.338,0.592,140.51642,0.042,0.186,140.50674
15170,0.34399998,0.62799996,140.60677,0.06,0.19600001,140.60153
15180,0.338,0.59599996,140.68265,0.044,0.14,140.67093
15190,0.35,0.62399995,140.77052,0.06600001,0.15599999,140.76022
15200,0.30200002,0.622,140.84439,0.046000004,0.15,140.83186
15210,0.314,0.64,140.897,0.054,0.18800001,140.88095
15220,0.33200002,0.59599996,140.97314,0.056000005,0.16,140.96255
15230,0.33400002,0.60800004,141.03523,0.048,0.16400002,141.02277
15240,0.36,0.64,141.12546,0.054,0.14799999,141.1103
15250,0.32799998,0.64599997,141.18954,0.052,0.16,141.18304
15260,0.36,0.61399996,141.23601,0.05,0.154,141.22206
15270,0.344,0.616,141.30415,0.05,0.154,141.29427
15280,0.32,0.636,141.38173,0.046,0.18200001,141.37253
15290,0.276,0.57,141.45934,0.06,0.18,141.45078
15300,0.352,0.62799996,141.53372,0.042000003,0.2,141.52132
15310,0.35799998,0.622,141.62231,0.052,0.154,141.61209
15320,0.30400002,0.624,141.71637,0.042000003,0.17800002,141.7136
15330,0.336,0.622,141.82376,0.048,0.14,141.8124
15340,0.29400003,0.59800005,141.89502,0.07000001,0.162,141.88681
15350,0.34399998,0.61800003,141.98616,0.063999996,0.184,141.97592
15360,0.344,0.632,142.08044,0.058,0.156,142.06674
15370,0.31399998,0.60200006,142.17886,0.06,0.144,142.1707
15380,0.27,0.62600005,142.26318,0.032,0.18200001,142.25252
15390,0.336,0.64,142.33974,0.052,0.15200001,142.32828
15400,0.33,0.594,142.40625,0.076000005,0.18200001,142.3972
15410,0.28800002,0.63199997,142.47862,0.034,0.162,142.47202
15420,0.314,0.636,142.5723,0.022,0.16,142.56018
15430,0.338,0.59599996,142.63333,0.064,0.16800001,142.61722
15440,0.34799996,0.606,142.68779,0.055999998,0.144,142.67725
15450,0.348,0.636,142.77573,0.048,0.154,142.76465
15460,0.316,0.612,142.82895,0.022,0.18200001,142.8167
15470,0.29799998,0.62200004,142.91003,0.051999997,0.146,142.907
15480,0.33400002,0.614,142.98117,0.034,0.146,142.97092
15490,0.33400002,0.648,143.04265,0.048,0.16600001,143.03596
15500,0.336,0.622,143.10791,0.048,0.128,143.09477
15510,0.292,0.602,143.18797,0.054,0.156,143.17937
15520,0.344,0.618,143.27391,0.054,0.176,143.27013
15530,0.336,0.648,143.35262,0.032,0.116000004,143.34024
15540,0.34399998,0.62799996,143.41058,0.06600001,0.16400002,143.3998
15550,0.338,0.62799996,143.51265,0.064,0.154,143.50288
15560,0.33200002,0.634,143.58597,0.058,0.18600002,143.57417
15570,0.32800004,0.63,143.65349,0.048,0.19,143.63881
15580,0.31199998,0.638,143.72476,0.048,0.17,143.71327
15590,0.29399997,0.6,143.79463,0.046,0.16399999,143.78638
15600,0.37,0.606,143.8762,0.051999997,0.16600001,143.86617
15610,0.376,0.66199994,143.92554,0.038000003,0.17799999,143.91386
15620,0.36,0.636,143.98761,0.034,0.158,143.97803
15630,0.338,0.64,144.04651,0.036000002,0.146,144.0316
15640,0.314,0.64199996,144.14429,0.05,0.14800002,144.13768
15650,0.348,0.61,144.2159,0.046,0.17,144.20085
15660,0.316,0.66,144.30635,0.06,0.15,144.30258
15670,0.27400002,0.582,144.38864,0.036000002,0.18200001,144.37961
15680,0.304,0.636,144.47324,0.044000007,0.158,144.4656
15690,0.278,0.59599996,144.53848,0.06,0.148,144.5265
15700,0.26400003,0.65400004,144.62321,0.04,0.13800001,144.61282
15710,0.312,0.62399995,144.69954,0.05,0.162,144.69557
15720,0.3,0.618,144.7808,0.048,0.176,144.76825
15730,0.33199996,0.64199996,144.86337,0.036000002,0.14800002,144.85399
15740,0.308,0.59599996,144.92062,0.032,0.14799999,144.90942
15750,0.346,0.574,145.01427,0.055999998,0.162,144.99886
15760,0.29,0.61,145.04996,0.05,0.162,145.0351
15770,0.36,0.676,145.1103,0.046,0.158,145.09837
15780,0.306,0.64399993,145.19044,0.044,0.15,145.17722
15790,0.3,0.628,145.26309,0.048,0.172,145.24962
15800,0.31,0.64199996,145.33975,0.048,0.18,145.33278
15810,0.282,0.634,145.43253,0.052,0.17,145.42209
15820,0.33600003,0.598,145.49942,0.033999998,0.13200001,145.48697
15830,0.338,0.628,145.59312,0.07000001,0.16800001,145.58345
15840,0.308,0.64599997,145.67046,0.072,0.15,145.6589
15850,0.308,0.63799995,145.72095,0.04,0.15799999,145.70955
15860,0.33200002,0.606,145.78494,0.06,0.15200001,145.7714
15870,0.318,0.614,145.83089,0.05,0.16,145.82156
15880,0.35800004,0.60400003,145.8884,0.058000002,0.16600001,145.87152
15890,0.312,0.64,145.9313,0.044,0.192,145.91885
15900,0.346,0.63,146.00096,0.055999998,0.16600001,145.99095
15910,0.33400002,0.66199994,146.08194,0.044,0.18,146.07356
15920,0.31,0.634,146.14175,0.034,0.15400001,146.13277
15930,0.26,0.634,146.2113,0.06599999,0.16600001,146.21014
15940,0.318,0.598,146.32341,0.031999998,0.158,146.30618
15950,0.30400002,0.6,146.35928,0.04,0.18200001,146.34322
15960,0.33200002,0.64199996,146.38806,0.042,0.174,146.38243
15970,0.32799998,0.63,146.47708,0.044,0.15799999,146.46419
15980,0.32799998,0.624,146.53073,0.032,0.16,146.51738
15990,0.316,0.618,146.62833,0.052,0.168,146.61723
16000,0.342,0.65199995,146.6998,0.05,0.16,146.68587
16010,0.292,0.63199997,146.76312,0.06600001,0.16,146.74796
16020,0.33,0.648,146.79907,0.051999997,0.16,146.79094
16030,0.33800003,0.65800005,146.87201,0.033999998,0.168,146.8543
16040,0.29799998,0.642,146.91525,0.064,0.16600001,146.9014
16050,0.30200002,0.628,147.00482,0.06,0.154,147.00061
16060,0.288,0.66,147.09087,0.056000005,0.172,147.07736
16070,0.30400002,0.61,147.14218,0.051999997,0.158,147.13213
16080,0.29,0.63600004,147.19116,0.046000004,0.138,147.17984
16090,0.35,0.59400004,147.24731,0.055999998,0.14,147.23264
16100,0.36400002,0.63,147.2997,0.055999998,0.158,147.28253
16110,0.338,0.63,147.3949,0.046000004,0.156,147.38669
16120,0.312,0.63199997,147.42729,0.05,0.148,147.41432
16130,0.336,0.588,147.50502,0.053999998,0.168,147.49272
16140,0.29399997,0.604,147.57634,0.051999997,0.16399999,147.56546
16150,0.32799998,0.62,147.6431,0.04,0.16400002,147.63023
16160,0.344,0.628,147.69035,0.04,0.158,147.67699
16170,0.29,0.65,147.79349,0.046000004,0.154,147.7799
16180,0.336,0.67200005,147.8693,0.058000002,0.148,147.8652
16190,0.33,0.64399993,147.95082,0.058000002,0.13200001,147.94472
16200,0.3,0.62,148.03763,0.034,0.17,148.02165
16210,0.36,0.622,148.12238,0.062,0.16,148.11418
16220,0.352,0.624,148.1636,0.046,0.15,148.15454
16230,0.33,0.59599996,148.23201,0.042,0.154,148.22095
16240,0.32799998,0.63199997,148.30199,0.056000005,0.154,148.28905
16250,0.29799998,0.622,148.38235,0.044,0.138,148.37604
16260,0.29,0.64199996,148.47145,0.062000003,0.18400002,148.45871
16270,0.33400002,0.648,148.54715,0.04,0.146,148.53903
16280,0.33,0.642,148.62326,0.036,0.16399999,148.60425
16290,0.272,0.626,148.71121,0.051999997,0.17,148.70287
16300,0.29,0.63799995,148.82303,0.086,0.162,148.81104
16310,0.306,0.64799994,148.87772,0.05,0.15200001,148.86601
16320,0.288,0.59,148.93852,0.034,0.16600001,148.92569
16330,0.30400002,0.584,148.97754,0.062,0.116000004,148.96347
16340,0.33,0.63199997,149.04257,0.05,0.162,149.02686
16350,0.32,0.618,149.10129,0.062000003,0.154,149.09079
16360,0.304,0.64599997,149.1927,0.038000003,0.144,149.18547
16370,0.372,0.626,149.2592,0.054,0.15,149.24022
16380,0.37399998,0.64199996,149.2909,0.058000002,0.146,149.27954
16390,0.26399997,0.63600004,149.3859,0.062000003,0.156,149.37926
16400,0.28800002,0.612,149.45924,0.038000003,0.14800002,149.44771
16410,0.26599997,0.64,149.50179,0.044,0.16400002,149.4921
16420,0.29599997,0.628,149.60625,0.052,0.154,149.59834
16430,0.276,0.608,149.66978,0.048,0.13200001,149.65485
16440,0.32,0.58800006,149.77225,0.051999997,0.154,149.76315
16450,0.33,0.67200005,149.84851,0.058,0.14000002,149.83916
16460,0.336,0.62200004,149.93935,0.05,0.15200001,149.92882
16470,0.306,0.64799994,149.993,0.058000002,0.172,149.98416
16480,0.31,0.66800004,150.04218,0.06,0.154,150.0314
16490,0.322,0.63,150.13147,0.058000002,0.144,150.12277
16500,0.24800001,0.65,150.20525,0.04,0.16600001,150.18945
16510,0.26,0.626,150.28877,0.055999998,0.15,150.2844
16520,0.268,0.60800004,150.40361,0.038000003,0.136,150.3969
16530,0.306,0.678,150.48154,0.051999997,0.138,150.46892
16540,0.306,0.64399993,150.54025,0.038000003,0.162,150.53172
16550,0.286,0.65,150.60658,0.04,0.11799999,150.59479
16560,0.344,0.64599997,150.65097,0.056000005,0.162,150.63052
16570,0.296,0.65199995,150.66939,0.058000002,0.156,150.66055
16580,0.342,0.65400004,150.71252,0.04,0.16600001,150.70152
16590,0.3,0.62,150.77098,0.054,0.162,150.76167
16600,0.296,0.648,150.83719,0.04,0.146,150.82364
16610,0.36400002,0.62000006,150.9084,0.068,0.16,150.88899
16620,0.36,0.6460001,150.95206,0.04,0.148,150.93735
16630,0.3,0.608,151.00006,0.044,0.12,150.98889
16640,0.348,0.666,151.0577,0.038,0.16600001,151.0452
16650,0.336,0.632,151.13387,0.062000006,0.15200001,151.12392
16660,0.32599998,0.636,151.22696,0.032,0.142,151.21866
16670,0.346,0.65199995,151.25131,0.068,0.156,151.24162
16680,0.354,0.62200004,151.34476,0.042000003,0.15400001,151.32948
16690,0.34600002,0.62799996,151.42067,0.066,0.17400001,151.41495
16700,0.296,0.62600005,151.5083,0.076,0.16,151.49442
16710,0.29400003,0.66,151.54309,0.064,0.14,151.53012
16720,0.30200002,0.63799995,151.61626,0.03,0.16600001,151.60916
16730,0.308,0.63199997,151.67955,0.046,0.18400002,151.66605
16740,0.31199998,0.634,151.72472,0.054,0.142,151.71123
16750,0.35599998,0.618,151.77269,0.06600001,0.156,151.7604
16760,0.336,0.638,151.8347,0.046,0.15200001,151.8205
16770,0.324,0.648,151.90192,0.044,0.16,151.88702
16780,0.28199998,0.616,151.96106,0.044,0.134,151.94757
16790,0.28599998,0.6,152.02132,0.025999999,0.146,152.01471
16800,0.36,0.624,152.09283,0.051999997,0.16199999,152.07736
16810,0.318,0.65800005,152.17516,0.058000002,0.162,152.1673
16820,0.314,0.59599996,152.26309,0.048,0.14800002,152.24748
16830,0.36400002,0.626,152.31526,0.06,0.15200001,152.30188
16840,0.3,0.632,152.39171,0.05,0.16600001,152.3862
16850,0.33600003,0.648,152.4804,0.054,0.162,152.46936
16860,0.288,0.622,152.55602,0.044,0.174,152.54636
16870,0.31199998,0.65799993,152.66089,0.056000005,0.17599998,152.64847
16880,0.274,0.614,152.74408,0.052,0.15,152.73587
16890,0.34800002,0.638,152.80176,0.068,0.17400001,152.78247
16900,0.32800004,0.65599996,152.86319,0.046000004,0.158,152.8516
16910,0.33800003,0.63199997,152.93234,0.042,0.16,152.91751
16920,0.30200002,0.638,152.9813,0.062,0.158,152.96997
16930,0.306,0.65400004,153.05156,0.064,0.156,153.04323
16940,0.324,0.68600005,153.10538,0.046000004,0.15,153.09274
16950,0.36,0.66400003,153.1738,0.06600001,0.13400002,153.16064
16960,0.284,0.61800003,153.23573,0.055999998,0.15200001,153.2248
16970,0.32,0.638,153.30997,0.046,0.134,153.29709
16980,0.31399998,0.636,153.38449,0.032,0.162,153.37283
16990,0.29399997,0.644,153.4318,0.05,0.14400001,153.42065
17000,0.27199998,0.67,153.48923,0.058000002,0.16,153.47386
17010,0.36600003,0.65,153.55261,0.046,0.16,153.5403
17020,0.32800004,0.648,153.60767,0.058000002,0.15,153.5935
17030,0.32799998,0.632,153.68852,0.06,0.132,153.68034
17040,0.33600003,0.65599996,153.76509,0.044,0.12799999,153.75998
17050,0.32,0.634,153.85754,0.062000003,0.17799999,153.83772
17060,0.29599997,0.63199997,153.91052,0.058000002,0.142,153.89981
17070,0.306,0.63,153.99905,0.062,0.13,153.99411
17080,0.36,0.66199994,154.10661,0.051999997,0.142,154.09421
17090,0.342,0.666,154.16544,0.032,0.16400002,154.15297
17100,0.306,0.628,154.22134,0.051999997,0.176,154.20564
17110,0.30200002,0.6639999,154.2773,0.064,0.162,154.26816
17120,0.314,0.626,154.34807,0.052,0.17400001,154.3331
17130,0.33,0.624,154.43474,0.046000004,0.15,154.4205
17140,0.29000002,0.64199996,154.50879,0.052,0.16600001,154.4991
17150,0.29799998,0.638,154.57875,0.056000005,0.158,154.56374
17160,0.354,0.68,154.63689,0.053999998,0.134,154.62083
17170,0.35,0.65199995,154.69069,0.052,0.136,154.67387
17180,0.29,0.62,154.76183,0.06,0.162,154.75443
17190,0.284,0.65,154.8433,0.044,0.142,154.83281
17200,0.318,0.63,154.95337,0.058000002,0.16400002,154.94615
17210,0.322,0.66200006,155.02127,0.06600001,0.16399999,155.00443
17220,0.3,0.63,155.09247,0.038000003,0.13800001,155.08954
17230,0.28800002,0.666,155.18117,0.044,0.14800002,155.17859
17240,0.32799998,0.61800003,155.26822,0.046,0.174,155.25165
17250,0.33400002,0.634,155.28125,0.054000005,0.17,155.27011
17260,0.31599998,0.624,155.37724,0.058000002,0.18200001,155.366
17270,0.286,0.65599996,155.47404,0.067999996,0.15,155.46373
17280,0.31599998,0.64,155.5344,0.06,0.14,155.52068
17290,0.30200002,0.63199997,155.59737,0.046000004,0.154,155.58054
17300,0.306,0.68,155.61581,0.058000002,0.146,155.60799
